question,answer_llm,answer_orig,document
"Can I pick which projects I want to evaluate, or is the system going to assign them?","The system will assign them. You can’t choose which projects to evaluate; after the submission deadline, projects are assigned to you for review.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
Is there any way to review projects before the review list is released?,"No. You can’t review projects before the review list has been released. After the submission deadline passes, the projects will be assigned to you for evaluation.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
My project is submitted but I still can't review others — is this because the deadline hasn't passed yet?,"Yes — according to the course info, you can’t review projects until **after the project submission deadline has passed** and the review assignments have been released.

So if you’ve submitted but still can’t review others, it’s likely because:
- the **deadline hasn’t passed yet**, or
- the **review list hasn’t been released yet**.

Once it’s released, projects will be assigned to you for evaluation.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
Where can I find some good project ideas and datasets for the capstone?,"Please check the GitHub page with project ideas and datasets:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md

It includes several ideas, datasets, and some tips and guidelines for the capstone.","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
"Is there a GitHub page with ideas, datasets, and tips for the project?","Yes — please check the GitHub page here: https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md

It includes several project ideas, datasets, and tips/guidelines.","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
What should I check if I need inspiration or a dataset for the capstone project?,"Check the GitHub page for project ideas and datasets:  
https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
Can you point me to a place with project ideas plus guidelines and dataset suggestions?,"Yes — check the GitHub page here: [https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md). It includes several project ideas, dataset suggestions, plus tips and guidelines.","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
How do I find datasets and example ideas for the llm-zoomcamp capstone project?,"You can find ideas and datasets on the capstone project GitHub page:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md

It includes several project ideas, datasets, and tips/guidelines for the capstone.","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
"Do I really need Airflow, Mage, or Kestra for the capstone project, or is a simple Python script enough?","No — you **do not need** Airflow, Mage, or Kestra for the capstone project.

A **simple Python script** that ingests and indexes your data is enough for **full points** on the ingestion-pipeline criterion. If you use a **Jupyter notebook** with the same steps, that is worth **1 point instead of 2**.

Use an orchestrator only if it genuinely fits your project, such as **recurring daily ingestion**. Don’t add one just to satisfy the criterion.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
"If I build the ingestion pipeline as a Jupyter notebook, do I still get full points for that part?","No. A Jupyter notebook with the same ingestion steps is worth **1 point instead of 2** for that criterion.

A plain Python script that ingests and indexes your data is enough for full points.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
What counts for the capstone ingestion pipeline criterion: does plain Python code that ingests and indexes data satisfy it?,"Yes. For the capstone ingestion-pipeline criterion, a plain Python script that ingests and indexes your data is enough for full points. A Jupyter notebook with the same steps gets 1 point instead of 2.

You do **not** need an orchestration tool unless it actually fits your project.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
Should I use an orchestrator in the capstone only when the project actually needs recurring daily ingestion?,"Yes — use an orchestrator only if it genuinely fits the project, such as when you have recurring daily ingestion of a feed that updates regularly.

For the capstone, you do **not** need an orchestrator just to meet the criterion. A plain Python script is enough for full points.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
Is it okay to skip an orchestration tool entirely in the capstone if I'm just trying to meet the ingestion pipeline requirement?,"Yes — for the capstone, it’s okay to skip an orchestration tool entirely if your goal is just to meet the ingestion pipeline requirement.

A plain Python script that ingests and indexes your data is enough for full points on that criterion. A Jupyter notebook with the same steps is also allowed, but it’s worth less.

Use an orchestrator only if it genuinely fits your project, like recurring ingestion of data that updates regularly. Don’t add one just to satisfy the requirement.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
How can I evaluate a recommender-style RAG project if I don’t have obvious ground-truth answers?,"You can evaluate it in two complementary ways:

1. **Synthetic ground truth**
   - For each item in your dataset, ask an LLM to generate about 5 user queries that should retrieve that item as the top result.
   - Run those queries through your retriever.
   - Measure metrics like **hit rate**, **MRR**, or **NDCG**.

2. **LLM-as-a-judge**
   - Sample real or synthetic queries.
   - Run the full RAG pipeline.
   - Have an LLM rate the output on a fixed rubric, such as **relevance** or **usefulness** on a 1–5 scale.

For recommender-style ranking tasks, **NDCG** is often a better fit than hit rate because it rewards placing good items higher in the ranking, not just getting one exact top result.

","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
What’s a good way to create synthetic test queries for each item so I can measure retrieval quality?,"A good way is to use **synthetic ground truth**:

- For each item in your dataset, prompt an LLM with the item’s description.
- Ask it to generate about **5 user queries** that should retrieve that item as the **top result**.
- Then run those queries through your retriever and measure **hit rate, MRR, or NDCG**.

If you’re evaluating ranking quality, **NDCG** is often a better fit than hit rate because it rewards putting good items higher in the list, not just getting the first one right.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
"Should I use hit rate, MRR, or NDCG for ranking-style RAG evaluation, and when is NDCG better?","For ranking-style RAG evaluation:

- **Hit Rate**: use it when you only care whether at least one relevant item appears in the top-k.
- **MRR**: use it when the position of the first relevant item matters more, especially if there is a single best target.
- **NDCG**: often the best fit for recommender-style or ranking-style problems where **multiple items may be acceptable**.

**When is NDCG better?**  
NDCG is better when you want to reward putting good items **higher in the list**, not just getting one relevant item somewhere in the top-k. It is a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers.

If you want, I can also help you choose a metric for your specific RAG setup.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
How do people use an LLM as a judge to score end-to-end RAG results for relevance or usefulness?,"People use an **LLM-as-a-judge** by:

1. **Sampling queries**
2. **Running the full RAG pipeline end to end**
3. **Giving the LLM the query, the retrieved context, and the final answer/result**
4. **Asking it to score the result against a fixed rubric**, for example:
   - relevance
   - usefulness
   - correctness
   - completeness

Typically the prompt asks for a **1–5 rating** with criteria you define, so the judge is consistent across examples.

For ranking-style RAG, you can also use metrics like **NDCG**, which is often better than hit rate when multiple retrieved items could be acceptable.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
"If multiple items could be considered correct, how do I evaluate whether my retriever is putting the best ones near the top?","Use **NDCG** rather than just hit-rate.

If multiple items are acceptable, NDCG is a better fit because it measures whether the **best relevant items are ranked near the top**, not only whether one correct item appears somewhere in the results.

You can also complement this with:
- **Synthetic ground truth**: generate queries for each item and measure hit rate / MRR / NDCG
- **LLM-as-a-judge**: have an LLM rate the retrieval or end-to-end result on a fixed relevance rubric

But for your specific question about ranking multiple correct items, **NDCG is the recommended metric**.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
"What chunk size should I start with for a huge PDF collection, and how much overlap makes sense?",I don't know.,"Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"Should I just use one smart chunking method, or is it better to try simple chunks first and compare?","It’s better to start simple, then compare.

The course advice is to:
- use a basic chunking method first, like fixed-size chunks with overlap,
- run a small ground-truth evaluation,
- then try smarter chunking and compare the retrieval results.

The goal is not to pick a “perfect” chunker upfront, but to measure improvement, for example with hit rate or MRR, after each change.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
Does it help to ask an LLM to split long docs into sections before indexing them?,"Yes — the context says that for large corpora, a good strategy is to **ask an LLM to split each document into logical sections, then index each section**.

It also recommends:
- starting with simple fixed-size chunking first,
- then trying smart chunking,
- and re-running your evaluation after each change to see if hit rate / MRR improves.

","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
Is there a good way to use summaries together with chunks for retrieval?,I don't know.,"Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"For legal or financial docs, should I combine BM25 with embeddings instead of relying only on dense search?","Yes — for long, structured documents like legal or financial docs, the context recommends **hybrid search (BM25 + dense embeddings)** rather than relying only on dense search.

Reason: **exact wording matters**, and semantic matching alone can miss precise terms, clause language, or citations.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
What do you mean by reproducibility for the capstone — do reviewers need my API keys to run it?,"No — reviewers do **not** need your API keys.

For capstone reproducibility, it means a reviewer should be able to:

- clone your repo,
- follow your README,
- and recreate the system from scratch using **their own credentials**.

So you should:

- **never commit API keys or hosted-service credentials**
- include a `.env.example` with the variable names only
- keep your real `.env` in `.gitignore`
- provide a script or notebook to rebuild the dataset/index locally
- pin dependency versions and document the Python version

In short: **they run your project with their own keys, not yours.**","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
How should I set up the repo so someone can clone it and rebuild the project from scratch?,"Set it up so a reviewer can **clone the repo and rebuild everything using their own credentials**.

What to include:

- A **README** with clear rebuild steps
- A **script or notebook** that ingests the dataset and **rebuilds the search index locally**
- A **`.env.example`** file with the variable names only, no secrets
- Tell reviewers to create their own **`.env`** file, and keep `.env` in **`.gitignore`**
- **Pin dependencies** with `requirements.txt` or a lock file in `pyproject.toml`
- Document the **Python version** used, and **Docker version** too if you use Docker
- Use a **cheap model** if your project calls an LLM, so reviewers don’t spend much credit

Also, **do not put API keys or hosted-service credentials in the repo**.

If you want, I can help you draft a reproducible repo structure/README template.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
Do I need to include a script or notebook that loads the data and creates the search index again?,"Yes — for reproducibility, you should provide a script or notebook that ingests the dataset and rebuilds the search index locally.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
"Should I commit my real credentials, or just provide something like a .env example file?","Do **not** commit your real credentials.

The course recommends:

- keeping your actual secrets in a local `.env` file
- adding `.env` to `.gitignore`
- committing a `.env.example` file with the **variable names only**, no real values

Example:

```bash
OPENAI_API_KEY=
GROQ_API_KEY=
GEMINI_API_KEY=
```

So yes: **provide a `.env.example`**, not your real API keys.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
What model and dependency setup should I use so reviewers can test the project without spending a lot of credits?,"Use a **cheap model** for the reviewer, such as **`gpt-4o-mini`** or **Groq**.  

Also make sure to:

- ship a **`.env.example`** with only variable names, no secrets
- have reviewers create their own **`.env`**
- **pin dependency versions** in `requirements.txt` or a `pyproject.toml` lock file
- document the **Python version** you used

This keeps the project reproducible without burning through credits.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
"Do I really have to use Python for the homework and capstone, or can I build everything in something like JavaScript or Go?","In most cases, **yes — use Python** for both the homework and the capstone.

The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path and the default recommendation for **all homework and the final/capstone project**.

You *can* use another language or stack, like **JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R**, but only if you have a strong reason. If you do, make sure your documentation is very thorough so the reviewer can reproduce and run it easily on **Windows, macOS, and Linux**.

So:
- **Recommended:** Python
- **Allowed in principle:** other languages/stacks
- **Requirement if non-Python:** very clear setup/run instructions and reproducible submission

","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
"If I decide to use a non-Python stack for the project, what kind of README or setup instructions do I need to provide?","Your README should be very thorough and assume the reviewer has **no familiarity with that language or ecosystem**.

Specifically, it should include:

- How to **install dependencies**
- How to **run the project/homework**
- Clear setup instructions for **Windows, macOS, and Linux**
- Any extra steps needed to make the project reproducible from scratch

For example, a Go project should have commands like:

```bash
go mod tidy
go run .
```

Also make sure the submission is easy to reproduce and evaluate.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
"Is it allowed to submit the final project in TypeScript, Rust, Java, Scala, C#, or R instead of Python?","Yes. It’s technically allowed to use TypeScript, Rust, Java, Scala, C#, R, or another non-Python stack for the final project.

That said, the course strongly recommends Python, and if you use another language you must provide very thorough documentation so the reviewer can easily reproduce and evaluate it on Windows, macOS, and Linux.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
Why does the course seem to prefer Python so much for assignments and the capstone?,"In most cases, the course prefers Python because the course materials, examples, and reviewer expectations are all Python-based. That makes Python the easiest path for homeworks and the capstone.

It’s not a strict requirement, though. You can use another language or stack if you have a strong reason, but then you need to provide very thorough documentation because non-Python projects are harder to reproduce and review.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
What would the reviewer need from me if my homework is not written in Python?,"They would need very thorough documentation so the submission is easy to reproduce and evaluate. The README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
Where can I see older LLM Zoomcamp capstone project submissions?,"You can browse older LLM Zoomcamp capstone submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Is there a page with 2024 LLM Zoomcamp projects I can browse?,"Yes — you can browse the **2024 LLM Zoomcamp projects** here:

https://courses.datatalks.club/llm-zoomcamp-2024/projects","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Do you have a link to the 2025 LLM Zoomcamp project submissions?,"Yes — here’s the link to the 2025 LLM Zoomcamp project submissions:

https://courses.datatalks.club/llm-zoomcamp-2025/projects","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
I want to check examples of past capstone projects — where are they listed?,"You can browse previous capstone projects here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Which pages show submitted LLM Zoomcamp project repos and examples of the expected project quality?,"The pages are:

- 2024 projects: https://courses.datatalks.club/llm-zoomcamp-2024/projects
- 2025 projects: https://courses.datatalks.club/llm-zoomcamp-2025/projects

These show submitted repositories and help you understand the expected scope and quality of capstone projects.","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
